amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,is_night,log_amount,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel
11.82,1,0,0,55,1,68,0,1,2.551006451492524,True,False,False,False
67.05,18,0,0,59,3,20,0,0,4.220242729097475,False,False,False,True
70.8,16,0,0,28,2,43,0,0,4.273884476054178,True,False,False,False
235.42,4,0,0,33,0,54,0,1,5.465609884322231,True,False,False,False
182.68,17,1,0,39,0,51,0,0,5.213195113131202,True,False,False,False
392.81,22,0,0,66,4,59,0,1,5.975868559483426,False,False,False,False
115.03,20,0,0,83,1,26,0,0,4.753848778359454,False,False,False,True
22.93,17,0,0,97,1,61,0,0,3.175132901920282,False,False,True,False
224.84,7,0,0,56,0,31,0,0,5.419826783945234,True,False,False,False
257.47,14,0,0,69,2,64,0,0,5.554779633055071,False,False,True,False
148.3,12,0,0,29,1,50,0,0,5.005957704545144,False,False,False,False
265.3,12,0,1,55,4,65,0,0,5.584623492819887,False,False,False,True
122.55,15,0,0,49,1,55,0,0,4.816645932434619,True,False,False,False
133.14,21,0,0,80,2,22,0,0,4.898884030671591,True,False,False,False
100.41,19,0,0,25,2,68,0,0,4.619171705623905,True,False,False,False
4.63,12,0,0,85,0,64,0,0,1.728109442151599,False,False,True,False
20.55,19,0,0,91,3,45,0,0,3.070375816549757,False,False,False,False
5.75,1,0,0,91,1,50,0,1,1.9095425048844386,False,False,False,True
182.11,2,0,0,66,3,34,0,1,5.210087065153623,False,False,False,False
67.93,14,0,0,83,3,38,0,0,4.23309149689756,True,False,False,False
127.88,22,0,0,74,2,24,0,1,4.858881738868719,False,False,False,False
428.63,18,0,0,58,2,57,0,0,6.062924373158721,False,False,True,False
51.61,12,0,0,92,4,52,0,0,3.962906215742716,False,True,False,False
95.09,4,0,1,78,6,24,0,1,4.5652852522891765,False,True,False,False
253.57,21,0,1,38,2,25,0,0,5.539575847287417,False,False,False,True
46.76,5,0,0,56,3,68,0,0,3.8661884690843467,False,False,False,True
14.42,13,1,0,94,0,61,0,0,2.7356653681351832,False,False,False,False
61.59,3,0,0,32,0,59,0,1,4.13660552093661,False,False,False,True
31.65,21,0,0,59,1,48,0,0,3.48584485572244,False,False,True,False
477.89,18,0,0,48,3,22,0,0,6.171470925944497,True,False,False,False
297.16,22,0,0,27,2,22,0,1,5.697630255171003,True,False,False,False
180.63,6,0,0,60,3,41,0,0,5.201971650761352,False,False,False,False
369.27,3,1,0,75,1,39,0,1,5.914232469244718,True,False,False,False
293.03,1,0,0,81,4,61,0,1,5.683681802949198,False,False,False,False
37.17,6,1,0,83,4,30,0,0,3.6420498667571386,False,False,False,True
401.55,2,0,0,46,1,39,0,1,5.99781931274599,False,False,False,True
139.52,14,0,0,61,0,43,0,0,4.945349827397626,False,False,True,False
296.52,0,0,0,99,3,18,0,1,5.695481449616815,True,False,False,False
407.56,1,1,0,36,2,34,1,1,6.012638782339389,False,False,True,False
68.89,9,0,0,45,0,36,0,0,4.246922577489038,False,True,False,False
20.99,15,1,1,39,2,19,1,0,3.09058780456667,False,False,True,False
46.56,14,0,0,36,4,67,0,0,3.861992071822581,False,False,False,False
100.27,23,0,0,80,5,69,0,1,4.617790217344194,False,False,False,False
306.69,14,0,0,40,5,28,0,0,5.729092782612366,False,False,True,False
354.84,13,0,0,57,4,47,0,0,5.874481191622163,False,False,False,True
1.26,21,0,1,67,2,63,0,0,0.8153648132841945,False,True,False,False
128.68,13,0,1,73,4,40,0,0,4.865069877427421,False,False,True,False
97.25,5,1,0,42,1,32,0,0,4.58751525074937,False,False,False,True
45.21,13,0,0,40,2,40,0,0,3.833196224882175,False,False,True,False
22.98,16,1,1,64,3,29,0,0,3.177220149599368,True,False,False,False
74.14,17,0,0,91,1,44,0,0,4.319353040145823,False,False,False,False
515.36,19,0,1,86,1,23,0,0,6.246804196638508,True,False,False,False
70.27,18,0,0,51,2,47,0,0,4.266475481513779,True,False,False,False
131.66,16,0,0,38,3,22,0,0,4.88778946409741,False,True,False,False
218.54,15,0,0,90,0,63,0,0,5.39153444825917,False,False,False,True
81.36,7,1,0,51,4,55,0,0,4.411099882159589,False,False,False,False
642.2,6,0,0,78,1,52,0,0,6.466455717864757,True,False,False,False
590.76,19,1,0,84,3,23,0,0,6.383101147279612,False,False,False,False
52.21,11,0,0,64,2,31,0,0,3.9742463486082777,False,False,False,True
123.78,8,0,0,69,1,69,0,0,4.82655218668264,False,False,True,False
64.43,13,0,0,92,1,67,0,0,4.180980868881647,True,False,False,False
60.34,19,0,0,92,2,34,0,0,4.116432158686106,False,False,False,True
6.77,0,0,0,87,2,26,0,1,2.050270164379556,False,False,False,False
169.29,9,0,0,64,3,57,0,0,5.137502866038513,False,False,False,True
125.73,16,0,0,65,1,48,0,0,4.842058839093973,False,False,True,False
9.51,16,0,0,85,5,53,0,0,2.3523271848888596,False,False,False,True
58.79,16,0,0,89,1,27,0,0,4.090838422892813,False,False,False,False
429.99,3,0,0,25,2,44,0,1,6.066084887978432,True,False,False,False
49.29,16,0,0,33,7,66,0,0,3.9178062501838733,True,False,False,False
28.18,17,0,0,99,4,69,0,0,3.3734835430946397,False,True,False,False
121.01,19,1,0,39,3,22,0,0,4.8041030085872425,False,False,False,False
763.93,22,0,0,83,1,34,0,1,6.639784326371882,False,True,False,False
49.89,1,0,0,90,0,48,0,1,3.9296664406007413,False,True,False,False
200.73,7,0,0,34,1,31,0,0,5.306930169646259,False,False,True,False
258.1,12,0,0,73,2,40,0,0,5.557214087568064,False,False,False,False
48.84,22,0,0,35,1,61,0,1,3.908817874479198,True,False,False,False
234.49,21,0,0,54,2,46,0,0,5.461668449709889,False,False,False,False
82.53,19,1,0,47,3,56,0,0,4.425205848767815,False,False,True,False
180.09,21,1,0,46,1,32,0,0,5.198994145253251,False,False,False,False
180.69,14,0,1,75,2,64,0,0,5.202301938114349,False,False,False,False
138.13,19,0,0,66,3,29,0,0,4.935408747853786,False,True,False,False
17.03,22,0,0,53,0,50,0,1,2.8920370372152258,False,False,False,False
324.66,8,0,0,69,1,57,0,0,5.785853892336074,False,True,False,False
69.63,2,0,0,57,0,47,0,1,4.257454983420831,False,True,False,False
37.16,2,0,0,63,6,39,0,1,3.6417878465800855,False,False,False,True
7.49,1,0,0,97,1,47,0,1,2.138889000323256,False,False,True,False
160.88,0,0,0,89,2,49,0,1,5.086855320007665,False,True,False,False
203.73,13,0,0,74,3,37,0,0,5.321692037864487,False,False,False,False
3.01,16,0,0,72,0,55,0,0,1.3887912413184778,False,True,False,False
129.17,12,0,0,61,3,37,0,0,4.868841288478369,False,True,False,False
46.23,18,1,1,57,2,19,0,0,3.8550292839080256,False,True,False,False
186.5,22,0,0,30,2,48,0,1,5.233778845410465,True,False,False,False
34.49,14,0,0,94,2,67,0,0,3.569250966658405,True,False,False,False
211.36,13,0,0,79,1,45,0,0,5.3582829477154705,True,False,False,False
88.01,1,0,1,68,0,20,0,1,4.48874872297084,True,False,False,False
496.86,6,0,1,74,4,37,0,0,6.2103189130037615,False,False,False,True
26.63,16,0,0,78,2,52,0,0,3.318902138935325,False,True,False,False
75.08,17,0,0,87,4,36,0,0,4.331785418237135,False,False,False,True
21.68,5,0,0,40,3,23,0,0,3.121483478859551,False,False,False,False
465.51,20,0,0,71,5,28,0,0,6.14527945628487,False,False,True,False
377.7,7,1,0,81,2,62,0,0,5.9367443349077496,False,False,False,True
53.7,1,0,0,26,3,23,0,1,4.001863709427935,True,False,False,False
194.18,0,0,0,61,3,35,0,1,5.273922209713315,True,False,False,False
305.91,15,0,0,47,4,64,0,0,5.7265545449983986,False,False,False,False
145.82,6,0,0,37,1,31,0,0,4.989207346682635,False,True,False,False
135.77,21,1,0,89,4,31,0,0,4.9183006828934595,False,False,True,False
49.84,23,0,0,72,2,18,0,1,3.928683446321253,False,False,False,True
17.59,10,0,0,31,1,34,0,0,2.922623801733353,False,True,False,False
409.52,14,0,0,55,2,31,0,0,6.017424648777514,False,True,False,False
415.22,12,1,0,87,2,48,0,0,6.031213966625265,False,False,False,True
180.48,23,0,0,69,4,62,0,1,5.201145454795763,False,False,False,True
74.53,1,0,0,80,3,27,0,1,4.324529928325356,False,False,False,True
77.32,13,0,0,88,3,55,0,0,4.360802998222255,False,False,False,True
233.0,23,0,0,46,0,50,0,1,5.455321115357702,True,False,False,False
409.34,5,0,0,87,2,22,0,0,6.016986084338059,False,True,False,False
392.6,8,0,0,52,1,33,0,0,5.975335165178098,False,True,False,False
272.44,6,0,0,68,0,37,0,0,5.6110822193672805,True,False,False,False
184.92,17,0,0,38,2,65,0,0,5.225316473663546,False,True,False,False
15.82,23,0,0,43,2,39,0,1,2.822568654544802,False,False,False,True
31.73,8,0,0,84,1,57,0,0,3.4882920885130893,False,False,True,False
411.88,22,0,0,26,3,34,0,1,6.023156993840471,False,True,False,False
167.85,3,1,0,75,1,67,0,1,5.129010746831577,False,False,True,False
1.66,8,0,0,58,2,67,0,0,0.9783261227936076,False,False,True,False
19.26,3,0,0,75,2,26,0,1,3.0086484988205373,True,False,False,False
196.05,11,0,0,43,0,55,0,0,5.283457503641013,False,False,False,False
0.91,3,0,0,60,2,59,0,1,0.6471032420585384,False,True,False,False
31.56,23,0,0,50,2,26,0,1,3.4830845411343394,True,False,False,False
143.23,19,0,0,59,4,32,0,0,4.971409247595418,True,False,False,False
211.92,13,0,0,87,1,69,0,0,5.360916508304556,False,False,True,False
189.98,23,0,0,28,2,63,0,1,5.2521687105220565,False,True,False,False
45.71,23,0,0,27,1,31,0,1,3.8439582745140166,True,False,False,False
224.18,6,0,0,29,0,26,0,0,5.416900082374984,False,False,False,True
48.75,12,0,0,53,1,26,0,0,3.907010463604602,True,False,False,False
70.85,21,0,0,43,2,50,0,0,4.274580612525034,False,False,False,True
247.02,7,0,0,41,0,48,0,0,5.513509388074627,False,False,False,False
188.78,22,0,0,58,2,27,0,1,5.245865506545613,False,False,False,True
340.55,4,0,0,44,0,27,0,1,5.833494081177858,False,False,False,True
192.93,11,0,0,52,3,56,0,0,5.26749726920815,False,False,True,False
151.21,12,0,0,97,2,22,0,0,5.025261146291576,True,False,False,False
17.7,19,0,0,91,3,35,0,0,2.928523523860541,False,False,False,False
82.51,13,0,0,34,3,50,0,0,4.424966385165138,True,False,False,False
55.47,17,0,0,45,1,66,0,0,4.033709523684745,False,False,False,True
50.35,23,0,0,28,3,35,0,1,3.9386649363745674,False,False,False,True
650.22,19,0,1,46,1,69,0,0,6.478847526747423,True,False,False,False
89.89,3,0,0,95,2,29,0,1,4.509649984130679,False,False,False,False
400.69,20,0,0,86,0,42,0,0,5.995680646855719,False,False,False,False
179.52,17,0,0,36,4,44,0,0,5.1958415749588,False,False,True,False
285.09,6,0,0,35,3,58,0,0,5.656306446631499,False,False,False,True
125.72,14,0,0,46,4,26,0,0,4.841979928066116,False,False,False,True
154.83,20,0,0,53,2,66,0,0,5.048765669457524,False,False,True,False
122.09,5,0,0,85,0,30,0,0,4.812915795122205,True,False,False,False
39.1,15,1,0,85,5,66,0,0,3.6913763343125234,False,False,False,True
230.72,19,0,1,51,1,39,0,0,5.445529746228424,True,False,False,False
59.32,23,0,0,71,3,19,0,1,4.099663723699701,False,False,False,False
4.43,7,0,0,38,1,56,0,0,1.691939133945844,False,True,False,False
186.65,20,0,0,31,2,65,0,0,5.23457852558103,False,False,True,False
35.09,15,0,0,39,2,32,0,0,3.586015818654697,False,False,False,True
507.79,21,0,0,70,4,40,0,0,6.232035357744718,False,False,True,False
553.96,15,0,0,52,2,30,0,0,6.318896039077046,False,False,False,False
443.43,2,0,0,67,3,62,0,1,6.096792562237672,False,False,False,False
83.21,16,0,0,34,1,64,0,0,4.433313679041901,False,False,False,False
2.8,8,0,0,75,1,37,0,0,1.33500106673234,False,False,False,False
474.39,2,0,0,27,3,30,0,1,6.164135519786893,False,True,False,False
100.61,19,0,0,68,3,44,0,0,4.62114195549779,True,False,False,False
612.15,6,0,0,78,3,59,0,0,6.418609604208035,True,False,False,False
596.47,17,0,0,58,3,34,0,0,6.392704073340121,False,True,False,False
345.13,11,0,0,89,3,48,0,0,5.846814427035037,True,False,False,False
62.78,18,0,0,49,0,43,0,0,4.155439661581911,False,False,False,False
87.53,15,0,0,87,0,39,0,0,4.483341477622957,True,False,False,False
342.85,21,0,0,94,1,58,0,0,5.840205515765845,False,False,True,False
68.61,23,0,0,69,1,49,0,1,4.242908235180575,True,False,False,False
33.43,16,0,0,92,0,39,0,0,3.5389282773504322,False,False,True,False
146.47,19,0,0,50,0,45,0,0,4.993624765262849,False,False,False,True
495.23,14,0,0,50,0,59,0,0,6.207039528922239,False,False,True,False
214.35,0,0,0,50,1,64,0,1,5.372264611500119,False,False,True,False
151.94,1,0,0,86,2,18,0,1,5.030045687616079,False,False,False,False
18.4,7,0,0,85,0,21,0,0,2.9652730660692823,False,False,False,False
171.82,21,0,0,26,1,33,0,0,5.152250590413253,False,False,False,False
829.9,1,1,0,65,2,60,0,1,6.722509450670936,False,False,True,False
27.17,18,0,0,69,0,40,0,0,3.338257581888281,False,True,False,False
131.49,8,0,0,38,4,55,0,0,4.886507170880032,False,False,False,False
377.75,8,0,0,61,2,58,0,0,5.9368763568235785,False,False,False,False
243.01,12,0,0,26,3,65,0,0,5.497209208059954,False,False,True,False
214.93,5,0,0,29,0,53,0,0,5.37495428108674,False,False,False,True
218.21,14,0,1,26,0,31,0,0,5.390030174471236,False,False,False,True
80.19,18,0,0,25,0,60,0,0,4.396792086874355,True,False,False,False
62.56,20,0,0,72,1,60,0,0,4.151984341668515,False,False,False,True
298.33,14,0,0,46,0,20,0,0,5.701546643714624,False,False,False,False
299.04,17,0,0,65,1,18,0,0,5.703915799101436,False,True,False,False
363.23,6,0,0,49,1,61,0,0,5.897785536223994,True,False,False,False
440.03,10,0,0,70,2,33,0,0,6.089112900343984,False,True,False,False
128.9,7,0,0,33,5,25,0,0,4.866764923676554,False,True,False,False
125.31,5,0,0,85,3,18,0,0,4.8387392027858835,False,False,False,False
288.17,7,0,0,71,0,38,0,0,5.667014750463987,False,False,True,False
188.95,1,0,0,98,3,19,0,1,5.2467608796336345,False,False,True,False
217.9,18,0,0,27,1,29,0,0,5.388615004528817,False,False,True,False
285.95,15,0,0,32,0,31,0,0,5.6593079845543715,False,False,False,True
397.32,6,0,0,49,2,39,0,0,5.987255702333927,False,False,True,False
74.25,9,0,0,60,0,37,0,0,4.3208159036289855,False,False,False,False
84.77,11,0,0,67,3,34,0,0,4.45166929500233,False,False,False,True
17.77,16,0,0,74,1,24,0,0,2.9322598505984176,False,False,True,False
155.41,6,0,0,87,3,38,0,0,5.05248076468615,False,True,False,False
6.59,21,0,0,58,2,51,0,0,2.0268315914075385,False,False,False,False
112.79,7,0,0,97,1,39,0,0,4.734354644368917,False,False,False,False
140.81,6,0,0,34,2,39,0,0,4.954488133473255,True,False,False,False
60.77,3,1,0,51,5,38,1,1,4.123417809707808,False,False,False,False
160.85,2,0,0,37,2,30,0,1,5.086669980372253,False,True,False,False
5.58,18,0,0,75,3,62,0,0,1.884034745337226,False,False,False,False
6.85,14,0,0,92,0,23,0,0,2.060513531794317,True,False,False,False
311.28,3,0,0,40,0,42,0,1,5.74390022125209,False,False,False,False
80.39,8,1,0,36,1,61,0,0,4.3992524153389505,False,False,False,False
24.46,12,0,0,49,1,48,0,0,3.2371085931292605,True,False,False,False
132.96,17,0,1,73,4,42,0,0,4.897541247926004,False,False,False,False
264.54,20,0,0,40,1,49,0,0,5.581765488467756,False,False,False,True
43.76,15,0,0,26,4,46,0,0,3.8013148834437245,False,False,False,False
175.54,0,0,0,97,1,65,0,1,5.173547479592087,False,False,True,False
16.06,3,0,0,59,2,52,0,1,2.836736542063533,False,False,True,False
9.55,17,0,0,46,3,29,0,0,2.3561258599220753,False,False,False,True
136.42,7,0,1,72,1,33,0,0,4.92304192960293,False,False,False,False
140.02,19,0,1,88,4,26,0,0,4.948901724290895,False,True,False,False
182.62,15,1,0,91,0,30,0,0,5.212868404715554,False,False,False,False
233.09,20,0,0,46,1,29,0,0,5.45570565679678,False,False,True,False
670.24,10,0,1,97,3,43,0,0,6.509126748132961,True,False,False,False
130.73,19,0,0,71,1,32,0,0,4.880754373241736,False,False,False,True
70.2,20,0,0,64,3,21,0,0,4.26549281841793,True,False,False,False
285.42,20,0,0,77,4,66,0,0,5.657459265050557,False,True,False,False
56.85,20,0,0,27,4,27,0,0,4.0578534536396855,False,False,False,False
104.04,18,0,0,30,3,65,0,0,4.65434122999454,False,True,False,False
14.71,22,0,0,38,0,61,0,1,2.75429745226753,True,False,False,False
4.62,18,0,0,82,4,55,0,0,1.7263316639055997,False,False,False,False
591.73,17,0,0,31,1,65,0,0,6.384738983338736,False,True,False,False
325.4,18,0,0,53,0,29,0,0,5.788123623089952,False,False,True,False
214.32,10,0,0,27,0,39,0,0,5.372125293692757,False,False,True,False
94.65,2,0,0,37,0,55,0,1,4.560695695886262,False,False,False,True
34.26,7,0,0,60,3,47,0,0,3.562749176969724,False,False,True,False
30.62,19,0,0,62,1,32,0,0,3.453789831781326,False,False,True,False
51.84,18,0,0,99,1,53,0,0,3.9672684796541247,True,False,False,False
143.42,9,0,1,84,1,22,0,0,4.972725721023036,False,False,True,False
225.69,15,0,0,97,2,66,0,0,5.423583445380434,False,False,True,False
194.29,4,0,0,46,1,21,0,1,5.274485633294691,True,False,False,False
59.11,19,0,0,45,1,43,0,0,4.09617621705107,False,False,True,False
557.66,8,0,0,57,0,60,0,0,6.3255410591284935,False,False,True,False
241.02,7,0,0,28,2,36,0,0,5.489020367369906,False,False,False,True
145.48,10,0,0,68,2,31,0,0,4.986888900366255,False,False,True,False
170.29,15,0,0,25,1,44,0,0,5.143358026509894,False,False,True,False
97.93,6,0,0,86,1,55,0,0,4.5944125293351314,False,False,False,True
51.24,14,0,0,46,2,43,0,0,3.955848484968176,True,False,False,False
79.2,23,0,0,83,2,59,0,1,4.384523514872469,False,False,True,False
255.27,20,0,0,61,3,40,0,0,5.546231576187458,False,True,False,False
2.61,19,1,0,47,5,59,0,0,1.2837077723447896,True,False,False,False
22.21,22,0,0,57,1,67,0,1,3.1445832202863455,True,False,False,False
8.48,16,0,0,46,4,66,0,0,2.2491843162669305,False,False,True,False
7.48,5,0,0,88,5,19,0,0,2.1377104498038118,False,False,False,True
348.16,14,0,0,86,2,30,0,0,5.855530269867149,True,False,False,False
218.92,7,0,0,78,2,29,0,0,5.393263843856991,False,False,False,True
115.7,6,0,0,82,3,54,0,0,4.75960653929251,False,True,False,False
18.53,1,0,0,36,3,57,0,1,2.9719517448885875,False,False,False,True
121.77,12,0,0,42,4,53,0,0,4.8103126861927485,False,False,False,False
115.46,22,0,0,91,3,20,0,1,4.757547866408974,False,False,False,True
34.24,5,0,0,84,1,21,0,0,3.562181801067979,True,False,False,False
102.4,4,0,0,25,5,48,0,1,4.638604962074329,False,False,False,True
91.5,19,0,0,44,2,58,0,0,4.52720864451838,False,False,False,True
172.21,0,0,1,41,1,45,0,1,5.154504731182189,False,False,False,False
181.46,17,0,0,73,3,57,0,0,5.206530970917329,False,False,False,False
8.35,14,0,0,46,0,28,0,0,2.2353763433005955,False,False,True,False
84.49,22,0,0,57,0,64,0,1,4.448399410038142,True,False,False,False
176.96,9,0,0,50,5,60,0,0,5.181558805937841,False,False,True,False
125.9,2,1,0,51,0,33,0,1,4.843399374720342,False,False,False,False
349.44,4,0,0,84,5,55,0,1,5.859189507798163,False,False,False,True
193.5,23,0,0,58,5,46,0,1,5.270432163058501,False,False,False,False
32.01,12,0,0,76,3,32,0,0,3.4968105458651015,False,True,False,False
13.17,7,0,0,79,3,38,0,0,2.6511270537025893,False,False,False,True
185.11,21,0,0,85,5,31,0,0,5.226337896755872,False,False,True,False
4.84,20,0,0,74,2,33,0,0,1.7647307968401356,False,False,False,True
158.64,1,0,0,87,3,44,0,1,5.072921280180533,False,True,False,False
507.11,8,0,0,88,0,45,0,0,6.23069795957114,False,False,False,False
154.22,16,0,0,38,5,31,0,0,5.044843465425993,True,False,False,False
88.43,17,0,0,75,0,53,0,0,4.49345619635809,True,False,False,False
185.55,12,0,0,51,0,27,0,0,5.228699299667167,True,False,False,False
110.33,0,0,0,64,0,64,0,1,4.712498763740616,False,False,False,False
141.99,11,0,1,92,3,26,0,0,4.962774697744756,True,False,False,False
510.86,19,0,0,33,2,45,0,0,6.238051150148658,False,True,False,False
87.83,19,0,0,80,5,31,0,0,4.486724430781609,False,False,False,False
584.84,20,0,0,63,1,36,0,0,6.373046714752815,True,False,False,False
424.36,4,0,0,39,4,30,0,1,6.052935869196083,False,False,True,False
39.22,7,0,0,42,3,68,0,0,3.6943643843445058,False,False,False,False
12.94,14,0,0,76,2,54,0,0,2.6347624053323777,False,False,False,False
19.12,2,0,1,85,2,56,0,1,3.0017143452315387,False,False,False,True
3.31,5,0,0,61,4,69,0,0,1.4609379041156565,True,False,False,False
17.86,12,0,0,77,0,20,0,0,2.937043277205311,False,False,True,False
206.8,11,0,0,36,3,24,0,0,5.336576078665127,False,True,False,False
13.29,18,0,0,49,4,45,0,0,2.659559991941776,False,False,False,False
69.15,17,0,0,49,2,31,0,0,4.25063580654847,False,True,False,False
335.43,23,0,0,45,1,54,0,1,5.818390103670691,False,True,False,False
4.24,0,0,1,31,5,65,1,1,1.6563214983329508,False,True,False,False
303.22,6,0,0,73,1,69,0,0,5.717751123883597,False,False,False,True
59.6,11,0,0,63,2,39,0,0,4.104294893075269,False,True,False,False
